ID_Explotacion,Provincia,Actividad,Superficie_Hectareas,Edad_Productor,Nivel_Tecnificacion,Produccion_Toneladas,Costo_Produccion,Precio_Venta_Tonelada,Ingresos,Cantidad_Empleados,Uso_Riego,Rentabilidad_Porcentaje,Indice_Sustentabilidad,outlier_rentabilidad
3868,Mendoza,Lecheria,222.5,42,Medio,182.1,50831,319,58089,2,No,17.5,59.1,False
3869,Córdoba,Ganaderia,19.8,36,Medio,24.0,4736,516,12384,0,No,163.1,54.8,False
3870,Buenos aires,Lecheria,238.9,37,Alto,332.6,87333,523,173949,3,No,102.2,67.0,False
3871,La pampa,Lecheria,244.6,70,Medio,307.6,83984,525,161490,6,No,97.1,48.9,False
3872,Chaco,Maiz,226.8,46,Alto,293.8,40072,497,146018,3,No,269.0,63.1,False
3873,Mendoza,Lecheria,25000.0,61,Medio,10.0,4080,716,7160,0,Sí,76.1,65.0,False
3874,La pampa,Trigo,132.4,12,Medio,124.2,33776,347,43097,0,Sí,23.0,75.9,False
3875,Entre ríos,Soja,311.4,12,Alto,743.0,258104,711,528273,6,Sí,103.0,75.1,False
3876,Salta,Fruticultura,93.6,43,Bajo,108.7,30015,462,50219,6,No,62.8,59.7,False
3877,La pampa,Trigo,5.0,45,Alto,10.3,1808,737,7591,0,Sí,324.6,80.7,False
3878,Entre ríos,Lecheria,235.8,68,Medio,186.4,47130,457,85184,8,Sí,85.6,81.5,False
3879,Córdoba,Fruticultura,256.4,32,Medio,349.1,112088,250,87275,12,Sí,-19.9,67.5,False
3880,Salta,Lecheria,220.2,50,Medio,408.89834024896265,150727,482,197089,5,No,31.2,70.8,False
3881,Mendoza,Soja,239.9,82,Bajo,356.8,59251,693,247262,3,No,313.6,35.0,False
3882,Buenos aires,Ganaderia,304.8,62,Medio,415.1,77864,373,154832,7,Sí,102.5,65.0,False
3883,Córdoba,Fruticultura,73.2,40,Medio,59.7,23432,339,20238,2,No,-11.3,43.3,False
3884,Chaco,Lecheria,558.1,61,Alto,1399.6,176663,731,1023107,16,No,483.7,60.5,False
3885,Chaco,Fruticultura,91.2,41,Bajo,73.1,17512,323,23611,3,Sí,30.2,62.6,False
3886,Buenos aires,Soja,223.7,48,Medio,382.0,61468,260,99320,11,Sí,63.7,85.5,False
3887,Buenos aires,Ganaderia,366.8,53,Bajo,304.3,39607,321,97680,7,Sí,143.7,88.1,False
3888,Mendoza,Trigo,172.4,22,Alto,392.1,100198,467,183110,3,No,81.9,45.8,False
3889,Chaco,Maiz,349.2,54,Medio,501.4,139765,419,210086,9,No,53.4,46.3,False
3890,Buenos aires,Soja,272.3,54,Alto,589.2,84499,644,379444,8,Sí,350.8,71.3,False
3891,Chaco,Fruticultura,176.6,60,Bajo,243.6,70050,405,98658,4,No,44.0,66.2,False
3892,Santa fe,Maiz,57.4,65,Medio,59.4,17201,494,29343,0,No,73.2,64.7,False
3893,Santa fe,Ganaderia,273.8,41,Medio,429.1,68304,360,154476,1,No,123.9,72.5,False
3894,Chaco,Maiz,251.5,27,Bajo,273.7,82437,738,201990,5,No,148.9,37.8,False
3895,Entre ríos,Fruticultura,373.8,42,Alto,798.5,275117,791,631613,7,No,127.2,45.2,False
3896,Buenos aires,Soja,353.7,44,Medio,627.5,174403,798,500745,8,Si,185.4,43.1,False
3897,Mendoza,Ganaderia,312.5,32,Bajo,197.6,46894,519,102554,10,Sí,122.9,140.0,False
3898,Córdoba,Maiz,223.0,54,Alto,465.8,185890,669,311620,9,No,63.7,45.2,False
3899,La pampa,Maiz,360.1,57,Medio,635.6,166947,361,229451,7,No,41.4,71.5,False
3900,Córdoba,Maiz,202.2,46,Bajo,291.3,116100,710,206823,2,Sí,80.0,82.7,False
3901,Mendoza,Soja,172.7,57,Medio,245.4,32411,309,75828,4,Sí,131.4,78.0,False
3902,La pampa,Fruticultura,451.6,46,Medio,397.2,102424,768,305049,6,Sí,195.8,80.9,False
3903,Córdoba,Soja,254.2,44,Alto,512.1,154138,747,382538,11,Sí,149.6,62.3,False
3904,La pampa,Soja,5.0,46,Medio,10.0,3456,554,5540,0,Sí,62.7,68.2,False
3905,Entre ríos,Fruticultura,415.4,47,Alto,702.1,286794,554,388963,8,Sí,31.9,97.9,False
3906,Santa fe,Soja,375.2,35,Bajo,539.2,203274,633,341313,11,No,65.5,45.8,False
3907,La pampa,Trigo,301.2,63,Alto,611.6,98063,673,411606,9,Sí,320.4,88.7,False
3908,Salta,Fruticultura,41.8,33,Medio,36.6,4439,404,14786,0,No,231.2,39.6,False
3909,Buenos aires,Fruticultura,308.9,51,Medio,512.5,181365,367,188087,7,No,7.2,45.6,False
3910,Córdoba,Lecheria,184.3,39,Alto,358.6,78057,260,93236,1,No,18.3,68.2,False
3911,Santa fe,Maiz,211.5,37,Medio,233.9,76862,282,65959,0,No,-10.9,38.2,False
3912,Buenos aires,Maiz,195.0,42,Medio,295.9,72999,672,198844,5,No,167.4,35.8,False
3913,Córdoba,Trigo,243.8,40,Alto,355.9,118967,316,112464,1,No,-6.8,48.0,False
3914,Mendoza,Trigo,185.2,57,Medio,338.9,102829,385,130476,3,No,27.7,38.3,False
3915,Chaco,Maiz,263.3,41,Medio,410.8,57931,634,260447,5,Sí,347.4,78.2,False
3916,Salta,Trigo,222.3,55,Medio,232.6,39014,391,90946,4,Sí,132.9,65.4,False
3917,Entre ríos,Ganaderia,427.3,31,Bajo,300.2,79172,563,169012,14,Sí,118.2,56.8,False
3918,Buenos aires,Ganaderia,282.7,59,Medio,388.5,92392,423,164335,7,No,78.6,36.5,False
3919,La pampa,Trigo,188.9,46,Alto,280.7,80171,793,222595,8,No,176.5,67.3,False
3920,La pampa,Trigo,279.4,56,Medio,288.0,82226,794,228672,3,No,174.9,69.5,False
3921,Entre ríos,Fruticultura,52.0,57,Medio,72.9,23522,667,48624,4,No,106.7,51.7,False
3922,Salta,Trigo,441.7,20,Bajo,527.7,179220,406,214246,12,Sí,22.6,82.0,False
3923,Buenos aires,Maiz,443.6,55,Bajo,646.7,153345,737,476617,5,Sí,214.7,68.2,False
3924,Buenos aires,Lecheria,291.6,56,Medio,403.0,94119,532,214396,7,No,123.5,40.5,False
3925,Buenos aires,Trigo,412.8,59,Bajo,361.5,97289,707,255580,14,No,165.6,46.7,False
3926,Salta,Soja,114.6,59,Bajo,144.6,44467,347,50176,0,Sí,9.9,85.9,False
3927,La pampa,Ganaderia,167.9,44,Bajo,113.0990371389271,37454,727,82223,8,Sí,115.3,65.1,False
3928,La pampa,Maiz,160.1,49,Alto,351.4,45632,401,140911,3,Sí,213.0,72.3,False
3929,Córdoba,Soja,107.7,41,Medio,142.6,55551,670,95542,9,No,69.9,57.7,False
3930,Entre ríos,Maiz,148.2,40,Medio,157.5,59335,484,76230,0,No,32.3,62.3,False
3931,Santa fe,Trigo,172.0,39,Medio,153.9,29698,679,104498,8,Sí,250.0,80.8,False
3932,Santa fe,Soja,5.0,47,Bajo,10.0,2324,404,4040,0,Sí,69.7,54.2,False
3933,Córdoba,Soja,120.3,42,Medio,94.7,36381,687,65058,4,Sí,81.1,53.8,False
3934,Córdoba,Lecheria,157.6,28,Medio,198.2,47635,765,151623,7,No,216.5,61.7,False
3935,Chaco,Soja,346.9,38,Alto,515.2,95942,595,306544,11,Sí,218.2,62.1,False
3936,Chaco,Fruticultura,295.5,32,Bajo,278.4,74519,773,215203,7,No,193.0,37.6,False
3937,Santa fe,Soja,74.8,49,Medio,138.4,25281,743,102831,2,No,302.4,55.9,False
3938,Salta,Lecheria,133.1,62,Medio,122.7,42165,417,51165,5,No,24.0,47.4,False
3939,La pampa,Soja,394.5,58,Bajo,582.0,193293,560,325920,11,No,69.0,61.0,False
3940,Córdoba,Soja,145.4,42,Alto,325.8,68962,577,187986,1,No,171.2,66.2,False
3941,Mendoza,Maiz,77.4,54,Medio,133.8,44315,377,50442,1,Sí,18.5,83.7,False
3942,Salta,Ganaderia,216.7,48,Bajo,228.6,54035,412,94183,5,No,70.1,44.1,False
3943,Chaco,Lecheria,151.2,27,Medio,148.1,61843,545,80714,6,No,33.0,70.8,False
3944,Santa fe,Soja,154.5,56,Medio,279.5,75816,463,129408,2,Sí,71.7,82.8,False
3945,Chaco,Ganaderia,204.7,47,Medio,331.6,123664,460,152536,7,Sí,26.4,68.3,False
3946,La pampa,Trigo,219.8,67,Medio,286.6,66828,701,200906,6,Sí,202.7,56.9,False
3947,Santa fe,Trigo,451.9,43,Medio,839.1,325483,554,464861,13,No,38.0,81.3,False
3948,Entre ríos,Maiz,24.3,56,Medio,31.9,4996,646,20607,3,Sí,313.6,84.7,False
3949,Santa fe,Maiz,399.0,39,Medio,486.4,71224,545,265088,4,No,270.6,69.2,False
3950,Entre ríos,Fruticultura,224.1,47,Alto,517.3,206572,602,311414,10,No,46.4,53.7,False
3951,Chaco,Ganaderia,142.9,41,Medio,224.4,60860,628,140923,2,Sí,132.1,67.6,False
3952,La pampa,Lecheria,373.9,50,Bajo,523.1,133918,611,319614,12,Sí,135.8,60.3,False
3953,Salta,Lecheria,215.9,54,Alto,360.5,77093,343,123651,5,Sí,56.9,64.3,False
3954,Salta,Maiz,341.3,34,Alto,845.7,322085,788,666411,8,No,107.7,54.0,False
3955,Mendoza,Fruticultura,439.4,44,Medio,415.9,93307,529,220011,8,Sí,131.9,62.6,False
3956,Córdoba,Ganaderia,195.6,43,Bajo,197.7,56204,463,91535,9,Sí,63.2,88.9,False
3957,Salta,Fruticultura,208.8,48,Bajo,240.8,63384,269,64775,4,No,3.6,69.5,False
3958,Salta,Ganaderia,141.1,56,Medio,124.9,50065,483,60326,0,Sí,16.8,85.5,False
3959,Entre ríos,Soja,228.9,40,Medio,265.6,59937,435,115536,1,Sí,93.3,67.3,False
3960,Buenos aires,Lecheria,154.3,43,Alto,368.7,115103,575,212002,3,Sí,81.2,78.3,False
3961,Entre ríos,Fruticultura,301.9,42,Alto,756.5,134139,527,398675,12,No,194.0,66.8,False
3962,Chaco,Fruticultura,107.4,78,Bajo,120.89925373134328,33511,268,32401,2,Sí,0.2,71.5,False
3963,Chaco,Lecheria,310.1,32,Bajo,267.8,106232,503,134703,8,No,31.6,67.8,False
3964,Córdoba,Fruticultura,74.4,66,Medio,110.5,15155,269,29724,1,Sí,92.9,83.8,False
3965,Mendoza,Trigo,0.0,71,Bajo,12.9,3131,294,3792,0,Sí,21.8,52.4,False
3966,Santa fe,Maiz,299.8,46,Medio,537.7997347480106,150132,754,405501,12,No,169.3,56.4,False
3967,Entre ríos,Lecheria,112.1,74,Bajo,95.1,24983,649,61719,5,Sí,145.0,54.9,False
3968,Salta,Trigo,208.1,49,Bajo,259.0,50421,609,157731,3,Sí,217.5,65.3,False
3969,Córdoba,Lecheria,245.2,54,Alto,374.2,125243,272,101782,6,Sí,-14.8,72.1,False
3970,Salta,Ganaderia,176.1,38,Medio,220.2,50434,328,72225,8,No,39.6,69.1,False
3971,Salta,Maiz,72.7,32,Medio,97.0,17066,293,28421,4,Sí,64.9,75.0,False
3972,La pampa,Maiz,132.8,46,Alto,237.9,78517,268,63757,2,Sí,-19.6,73.3,False
3973,La pampa,Trigo,492.0,64,Bajo,512.4,189844,749,383787,10,No,104.5,38.6,False
3974,Córdoba,Fruticultura,163.3,28,Medio,188.3,60976,778,146497,0,Sí,142.3,63.8,False
3975,Salta,Fruticultura,301.2,62,Alto,381.7,62168,568,216805,14,No,250.1,82.0,False
3976,Salta,Fruticultura,259.5,62,Medio,344.8,63082,305,105164,2,Sí,68.0,61.1,False
3977,Santa fe,Fruticultura,228.3,50,Alto,321.9,100370,778,250438,6,No,147.0,47.2,False
3978,Salta,Fruticultura,136.9,40,Bajo,144.5,55404,309,44650,0,No,-21.2,61.7,False
3979,Mendoza,Fruticultura,111.4,35,Bajo,138.3,32955,573,79245,0,Sí,135.7,88.2,False
3980,Santa fe,Maiz,306.0,48,Bajo,265.1,37741,493,130694,10,Sí,245.6,86.3,False
3981,Córdoba,Trigo,173.9,67,Medio,146.6,54591,445,65237,4,Sí,24.4,51.0,False
3982,Mendoza,Fruticultura,256.8,66,Medio,405.8,54769,763,309625,4,No,463.6,70.4,False
3983,Mendoza,Fruticultura,76.4,39,Medio,68.2,21714,343,23392,0,No,7.6,65.2,False
3984,Entre ríos,Ganaderia,5.0,63,Alto,10.0,2764,372,3720,1,No,33.2,47.7,False
3985,Córdoba,Ganaderia,105.8,53,Bajo,126.4,33477,546,69014,0,No,110.6,72.1,False
3986,Salta,Soja,265.0,38,Alto,577.0,111570,477,275229,5,Sí,147.6,77.9,False
3987,Salta,Trigo,90.6,37,Medio,115.2,40587,580,66816,3,Sí,61.0,81.4,False
3988,Buenos aires,Maiz,486.9,61,Medio,621.6,114260,541,336285,11,Sí,190.2,72.9,False
3989,Salta,Maiz,166.7,60,Bajo,134.6,55303,435,58551,7,Sí,4.6,54.4,False
3990,Entre ríos,Fruticultura,107.9,48,Medio,113.9,28697,332,37814,0,No,27.2,89.2,False
3991,Chaco,Lecheria,378.1,12,Alto,938.3,256145,349,327466,6,Sí,27.6,86.2,False
3992,Chaco,Maiz,364.2,41,Bajo,418.7,168485,550,230285,14,Sí,31.7,70.4,False
3993,Chaco,Trigo,251.2,41,Bajo,284.2,89543,319,90659,11,Sí,2.3,89.4,False
3994,Buenos aires,Trigo,152.5,34,Medio,122.0,30116,503,61366,9,No,102.4,74.0,False
3995,Córdoba,Maiz,31.4,53,Alto,42.1,7442,383,16124,1,Sí,119.1,65.4,False
3996,La pampa,Fruticultura,366.1,47,Medio,315.4,99426,493,155492,8,No,54.5,62.5,False
3997,Entre ríos,Soja,403.1,51,Alto,572.4,155349,732,418996,5,Sí,168.3,66.1,False
3998,Entre ríos,Fruticultura,150.2,58,Medio,285.5,52650,579,165304,3,No,218.4,63.2,False
3999,Salta,Lecheria,117.4,47,Medio,206.8,60233,717,148275,2,No,146.9,71.9,False
4000,Buenos aires,Ganaderia,110.9,46,Medio,88.6,17538,722,63969,0,Sí,264.2,85.6,False
4001,Santa fe,Lecheria,313.9,53,Medio,267.5,92618,471,125992,7,No,40.1,50.4,False
4002,Córdoba,Trigo,272.2,48,Medio,503.0,122037,593,298279,13,No,139.8,60.3,False
4003,Mendoza,Fruticultura,183.8,50,Bajo,137.8,50578,393,54155,2,Sí,7.3,64.7,False
4004,La pampa,Ganaderia,487.1,66,Medio,694.6,275648,576,400089,7,Sí,46.8,82.1,False
4005,Buenos aires,Fruticultura,184.2,68,Medio,149.4,35858,415,62001,2,Sí,70.0,70.2,False
4006,Salta,Trigo,225.3,48,Alto,252.1,59455,737,185797,4,Sí,217.2,63.7,False
4007,Salta,Maiz,176.4,39,Medio,262.5,51085,675,177187,0,No,246.0,52.5,False
4008,Salta,Lecheria,161.3,50,Alto,345.4,116558,757,261467,0,No,119.3,57.8,False
4009,La pampa,Fruticultura,138.7,42,Medio,258.0,38976,581,149898,0,No,281.0,72.9,False
4010,Mendoza,Maiz,182.9,54,Medio,162.7,24482,648,105429,4,No,334.3,36.8,False
4011,Mendoza,Soja,107.9,43,Alto,217.29911280101393,86245,789,171449,4,Sí,99.8,97.5,False
4012,Chaco,Soja,296.1,40,Medio,245.09986859395534,67689,761,186521,7,No,172.8,47.6,False
4013,Chaco,Fruticultura,151.3,44,Medio,282.3,57541,766,216241,2,No,271.5,54.6,False
4014,Chaco,Soja,192.1,46,Bajo,248.2,54678,776,192603,6,Sí,250.3,60.0,False
4015,Entre ríos,Soja,309.7,42,Medio,520.8,186064,596,310396,5,Sí,66.1,50.9,False
4016,Mendoza,Fruticultura,173.9,57,Medio,242.6,49751,760,184376,0,Si,272.0,89.6,False
4017,Salta,Lecheria,193.1,34,Medio,356.5,132860,325,115862,14,Sí,-8.8,77.3,False
4018,La pampa,Soja,121.6,64,Medio,176.8,21785,471,83272,3,No,277.6,57.6,False
4019,Buenos aires,Lecheria,296.9,59,Medio,361.6,86266,366,132345,8,Sí,53.9,70.7,False
4020,Mendoza,Fruticultura,177.4,45,Bajo,204.5,61297,477,97546,5,No,60.5,47.7,False
4021,Mendoza,Lecheria,67.3,46,Alto,112.8,38964,311,35080,0,Sí,-7.5,88.8,False
4022,Mendoza,Maiz,231.2,39,Alto,351.8,107785,567,199470,0,No,89.5,52.2,False
4023,Mendoza,Maiz,329.7,44,Bajo,408.8,112168,403,164746,8,Sí,42.5,83.2,False
4024,Entre ríos,Fruticultura,5.0,45,Medio,10.0,2757,745,7450,3,Sí,166.5,71.9,False
4025,Santa fe,Lecheria,254.8,54,Bajo,254.4,81610,677,172228,4,No,106.7,43.1,False
4026,Salta,Lecheria,215.5,44,Alto,376.8,67239,578,217790,7,Sí,228.2,82.0,False
4027,Salta,Soja,91.2,40,Medio,119.0,19255,715,85085,5,Sí,338.9,53.8,False
4028,Chaco,Maiz,300.5,39,Bajo,417.4,104706,393,164038,5,No,57.2,69.3,False
4029,Entre ríos,Maiz,243.1,80,Alto,424.1,161458,711,301535,10,No,81.9,63.6,False
4030,Chaco,Soja,332.6,38,Medio,451.6,54430,385,173866,9,No,217.2,69.4,False
4031,Santa fe,Lecheria,181.2,50,Medio,204.3,47964,339,69257,3,No,39.8,37.2,False
4032,Córdoba,Soja,226.4,42,Medio,432.2,119567,432,186710,7,Sí,56.7,83.0,False
4033,Mendoza,Fruticultura,233.8,53,Alto,387.1,153925,386,149420,7,No,-3.6,54.0,False
4034,Entre ríos,Soja,119.0,62,Alto,181.2,72325,704,127564,0,No,75.1,80.5,False
4035,Buenos aires,Ganaderia,134.1,44,Alto,177.2,37045,452,80094,0,No,119.3,65.7,False
4036,Chaco,Trigo,5.0,61,Alto,11.6,4169,630,7308,0,Sí,78.5,86.8,False
4037,Entre ríos,Maiz,210.6,37,Medio,193.0,74050,330,63690,8,Sí,-18.9,75.1,False
4038,Santa fe,Maiz,247.7,26,Medio,302.6,108098,385,116501,8,No,6.1,60.3,False
4039,La pampa,Lecheria,205.3,41,Medio,357.0,104985,591,210987,7,No,98.6,67.4,False
4040,La pampa,Soja,221.6,39,Medio,291.8,106178,721,210387,6,Sí,96.6,84.8,False
4041,La pampa,Maiz,423.2,43,Bajo,429.6,97942,550,236280,12,Sí,138.6,81.1,False
4042,Salta,Lecheria,433.6,53,Alto,926.3,226720,666,616915,14,Sí,171.6,72.5,False
4043,Buenos aires,Ganaderia,208.3,58,Medio,354.9,62461,431,152961,4,Sí,145.9,88.9,False
4044,La pampa,Ganaderia,319.3,61,Alto,447.1,68801,476,212819,4,No,206.3,52.2,False
4045,Mendoza,Soja,5.0,37,Bajo,10.0,2148,299,2990,3,Sí,37.3,75.9,False
4046,Salta,Lecheria,305.9,45,Alto,395.2,61645,570,225264,9,Sí,260.8,85.9,False
4047,Entre ríos,Fruticultura,207.0,54,Medio,294.7,105948,693,204227,3,Sí,90.6,66.1,False
4048,Córdoba,Ganaderia,255.9,46,Medio,383.0,146188,725,277675,7,Sí,87.3,73.9,False
4049,Córdoba,Ganaderia,274.2,65,Bajo,320.8,92565,253,81162,2,No,-16.9,73.9,False
4050,Buenos aires,Ganaderia,326.0,40,Medio,597.0,220982,755,450735,8,Sí,108.0,87.5,False
4051,La pampa,Maiz,22.0,54,Bajo,19.2,7043,601,11539,0,Sí,60.5,53.6,False
4052,Córdoba,Lecheria,331.7,61,Alto,705.1,111049,745,525299,11,Sí,375.0,62.4,False
4053,Chaco,Trigo,298.2,27,Medio,459.8,182951,768,353126,4,No,93.5,65.9,False
4054,La pampa,Trigo,461.4,32,Bajo,606.6,252126,787,477394,12,Sí,87.3,53.0,False
4055,La pampa,Trigo,202.3,54,Alto,366.7,75067,728,266957,0,No,259.1,45.9,False
4056,Córdoba,Trigo,279.2,41,Alto,362.4,95096,523,189535,-3,Sí,98.3,84.6,False
4057,Mendoza,Soja,89.7,33,Medio,99.0,30068,461,45639,0,No,49.4,58.1,False
4058,Mendoza,Maiz,288.1,40,Bajo,311.8,105351,398,124096,7,No,17.5,57.9,False
4059,Entre ríos,Soja,228.8,64,Medio,361.5,76159,286,103389,9,Sí,40.5,82.4,False
4060,Córdoba,Ganaderia,67.8,51,Alto,109.9,31209,797,87590,2,Sí,180.0,69.1,False
4061,La pampa,Fruticultura,284.3,43,Bajo,299.6,40625,259,77596,7,No,86.6,56.6,False
4062,La pampa,Lecheria,529.2,48,Medio,568.0,226857,270,153360,12,No,-32.5,140.0,False
4063,Córdoba,Trigo,305.9,68,Bajo,421.4,142130,667,281073,14,No,101.9,71.8,False
4064,Mendoza,Lecheria,433.7,45,Medio,341.5,108366,746,254759,11,No,130.9,62.8,False
4065,Chaco,Lecheria,112.2,51,Bajo,88.9,24424,454,40360,1,Sí,68.3,70.1,False
4066,Buenos aires,Trigo,285.0,51,Medio,279.2,49636,417,116426,4,No,130.3,68.5,False
4067,Entre ríos,Fruticultura,244.9,52,Alto,606.2,76557,753,456468,3,No,498.4,47.4,False
4068,Santa fe,Soja,5.0,52,Alto,10.0,3546,468,4680,2,No,28.4,74.0,False
4069,Córdoba,Lecheria,189.6,57,Medio,348.6,77513,574,200096,9,No,160.0,38.3,False
4070,La pampa,Fruticultura,214.4,70,Medio,403.7,83580,545,220016,7,Sí,158.7,140.0,False
4071,Santa fe,Ganaderia,401.1,54,Bajo,428.4,120701,404,173073,10,No,46.2,56.3,False
4072,Chaco,Ganaderia,504.8,20,Bajo,721.9,199126,621,448299,18,Sí,125.9,81.5,False
4073,Santa fe,Soja,93.0,42,Bajo,113.1,28780,436,49311,1,Sí,67.0,63.7,False
4074,Mendoza,Maiz,236.6,49,Bajo,322.89923664122136,132332,655,211499,4,Sí,61.7,70.2,False
4075,Santa fe,Soja,156.2,36,Bajo,190.7,26787,564,107554,7,Sí,303.8,72.5,False
4076,Santa fe,Lecheria,21.7,46,Alto,27.2,3691,534,14524,0,Sí,292.1,68.8,False
4077,Córdoba,Fruticultura,126.1,74,Alto,193.7,69081,608,117769,0,Sí,69.6,89.1,False
4078,Entre ríos,Fruticultura,301.0,47,Bajo,370.7,80118,282,104537,9,Sí,34.0,82.2,False
4079,Entre ríos,Trigo,70.1,54,Medio,74.5,20277,747,55651,3,No,172.8,74.7,False
4080,Buenos aires,Lecheria,231.8,58,Medio,281.3,102068,766,215475,7,Sí,111.7,81.5,False
4081,Entre ríos,Soja,308.7,61,Medio,315.1,-10000,307,96735,5,Sí,-0.2,80.7,False
4082,Salta,Maiz,257.6,39,Medio,462.4,110103,419,193745,5,No,80.0,50.7,False
4083,La pampa,Soja,70.6,38,Bajo,50.0,19615,688,34400,0,Sí,300.0,59.7,False
4084,La pampa,Ganaderia,25000.0,69,Medio,409.6,117466,537,219955,12,Sí,90.4,79.2,False
4085,Córdoba,Soja,66.8,56,Alto,132.6,36520,425,56355,2,No,49.4,67.0,False
4086,Entre ríos,Soja,154.8,67,Medio,294.4,75465,334,98329,0,Sí,33.5,86.5,False
4087,Mendoza,Soja,170.5,48,Bajo,152.9,62750,564,86235,3,Sí,33.8,83.1,False
4088,Mendoza,Ganaderia,228.7,65,Alto,272.3,96377,250,68075,8,No,-29.0,68.7,False
4089,Chaco,Lecheria,275.3,56,Medio,497.9,207354,713,355002,4,Sí,68.5,58.4,False
4090,Santa fe,Trigo,198.6,43,Alto,377.0,51041,394,148538,7,No,192.5,60.7,False
4091,Chaco,Soja,214.7,27,Bajo,213.6,30071,318,67924,4,No,124.0,36.2,False
4092,Mendoza,Ganaderia,228.1,50,Alto,285.5,106848,791,225830,4,No,112.6,73.5,False
4093,Buenos aires,Soja,233.0,57,Alto,252.9,85388,594,150222,4,No,72.6,45.9,False
4094,Buenos aires,Fruticultura,196.9,43,Alto,497.0,94078,731,363307,4,No,288.1,52.2,False
4095,Córdoba,Fruticultura,318.2,50,Alto,599.4,86824,585,350649,3,No,301.7,62.8,False
4096,La pampa,Lecheria,431.0,52,Medio,471.7,114765,324,152830,10,Sí,32.2,82.1,False
4097,Mendoza,Maiz,5.0,52,Bajo,10.0,1627,300,3000,1,Sí,83.5,89.0,False
4098,Buenos aires,Fruticultura,198.5,40,Medio,305.8,105178,519,158710,8,Sí,55.7,51.4,False
4099,Chaco,Fruticultura,185.6,62,Alto,195.89716312056737,47662,282,55243,0,No,17.8,56.1,False
4100,Santa fe,Fruticultura,228.2,71,Medio,283.8,63861,443,125723,9,Sí,94.7,77.6,False
4101,Buenos aires,Trigo,142.8,36,Bajo,99.5,33711,768,76416,0,Sí,122.3,62.3,False
4102,Mendoza,Ganaderia,219.8,44,Medio,368.6,135236,786,289719,6,No,114.3,60.6,False
4103,La pampa,Lecheria,495.7,39,Medio,898.4,287612,304,273113,13,No,-6.1,57.8,False
4104,Mendoza,Trigo,235.1,63,Medio,282.2,98700,327,92279,8,No,-9.6,60.1,False
4105,Salta,Fruticultura,155.8,61,Alto,218.9,31100,542,118643,0,Sí,285.9,83.4,False
4106,Mendoza,Ganaderia,305.4,55,Medio,501.6,195528,500,250800,10,No,29.3,53.7,False
4107,Mendoza,Fruticultura,204.0,46,Alto,236.69920844327177,84315,379,89709,3,No,11.0,55.3,False
4108,Salta,Trigo,81.3,38,Alto,93.8,31522,618,57968,0,Sí,79.2,74.7,False
4109,Entre ríos,Lecheria,268.8,64,Bajo,229.2,58735,777,178088,8,Sí,198.5,69.3,False
4110,La pampa,Soja,372.3,49,Alto,721.1,50000000,366,263922,10,Sí,119.8,92.3,False
4111,Córdoba,Soja,363.5,40,Bajo,228.4,78611,731,166960,7,Sí,110.9,82.8,False
4112,Entre ríos,Fruticultura,195.1,67,Alto,315.8,102821,700,221060,1,Sí,116.0,74.4,False
4113,Salta,Trigo,343.1,57,Bajo,512.1,117884,429,219690,8,Sí,91.1,88.0,False
4114,La pampa,Fruticultura,224.4,61,Medio,205.8,36704,773,159083,6,Sí,331.3,81.2,False
4115,Santa fe,Lecheria,63.4,44,Medio,121.5,17070,613,74479,0,Sí,339.4,67.6,False
4116,Córdoba,Trigo,179.2,42,Medio,214.4,27190,313,67107,7,No,143.3,54.2,False
4117,Santa fe,Ganaderia,194.5,61,Alto,217.1,37800,639,138726,4,No,271.4,77.1,False
4118,Mendoza,Ganaderia,8.1,33,Alto,11.9,4803,592,7044,4,No,47.3,63.5,False
4119,La pampa,Soja,334.2,50,Bajo,346.2,92818,375,129825,10,Sí,38.5,61.3,False
4120,Santa fe,Lecheria,222.9,62,Medio,393.3,134161,271,106584,5,No,-24.3,50.0,False
4121,La pampa,Fruticultura,336.4,60,Alto,428.3,79348,479,205155,8,No,158.1,54.0,False
4122,Santa fe,Maiz,358.7,50,Alto,835.9,143359,639,534140,12,No,271.4,50.6,False
4123,Chaco,Fruticultura,19.2,43,Medio,24.1,3041,368,8868,4,No,196.5,42.9,False
4124,Chaco,Ganaderia,138.3,46,Bajo,95.09929078014184,13172,423,40227,5,Sí,207.1,51.1,False
4125,Chaco,Maiz,132.1,47,Medio,148.9,31772,412,61346,2,Sí,93.4,52.8,False
4126,Salta,Ganaderia,75.1,47,Bajo,75.5,11005,507,38278,8,No,249.6,52.6,False
4127,Mendoza,Soja,94.9,58,Alto,220.4,79316,572,126068,2,No,60.0,74.8,False
4128,Santa fe,Fruticultura,387.2,39,Medio,655.7,110502,441,289163,12,Sí,165.0,57.2,False
4129,Buenos aires,Soja,206.2,59,Medio,339.3,111408,629,213419,3,No,86.9,39.0,False
4130,La pampa,Trigo,269.0,32,Bajo,291.2,79442,754,219564,9,No,174.3,51.8,False
4131,Chaco,Lecheria,241.7,56,Alto,480.3,97108,330,158499,4,No,67.4,73.5,False
4132,Buenos aires,Soja,92.3,51,Medio,124.0,-10000,784,97216,4,No,547.7,39.8,True
4133,Córdoba,Maiz,243.9,61,Alto,364.6,56674,650,236990,6,Sí,318.5,87.0,False
