ID_Explotacion,Provincia,Actividad,Superficie_Hectareas,Edad_Productor,Nivel_Tecnificacion,Produccion_Toneladas,Costo_Produccion,Precio_Venta_Tonelada,Ingresos,Cantidad_Empleados,Uso_Riego,Rentabilidad_Porcentaje,Indice_Sustentabilidad
3695,Santa Fe,Fruticultura,"424,4",68,Medio,,255211,263,186966,12,Sí,-27,"65,5"
3696,Mendoza,Maiz,"60,8",49,Medio,"114,2",16309,669,76399,5,No,"364,5","49,2"
3697,Córdoba,Soja,"412,1",35,Medio,389,127425,520,202280,13,No,"56,8","54,6"
3698,Santa Fe,SOJA,"244,4",51,Bajo,"337,1",128822,534,180011,3,No,42,"43,6"
3699,Mendoza,Soja,"140,1",62,Medio,"148,5",50816,354,52569,0,Sí,"5,2","55,1"
3700,Santa Fe,Trigo,"38,9",51,Bajo,"55,2",11732,462,25502,3,Sí,"122,2","82,3"
3701,Córdoba,Lecheria,189,55,Alto,"310,2",93156,762,236372,3,Sí,"157,5","95,2"
3702,Buenos Aires,Fruticultura,"126,2",59,Alto,"199,5",65296,628,125286,0,No,"91,4","45,9"
3703,Santa Fe,Ganaderia,"148,3",15,Medio,"239,1",49649,451,107834,1,No,"117,3","69,8"
3704,Chaco,Soja,"315,9",65,Medio,"468,5",86951,325,152262,6,No,"77,4","55,1"
3705,Chaco,Lecheria,"297,6",15,Alto,447,163416,621,277587,4,No,"71,5","66,6"
3706,Chaco,Fruticultura,"177,7",76,Alto,"406,1",124497,296,120205,0,Sí,-6,"62,4"
3707,Santa Fe,Fruticultura,"198,7",45,Medio,"300,2",82262,447,134189,7,No,"61,2","73,9"
3708,Buenos Aires,Ganaderia,"263,8",46,Medio,"469,1",109345,282,132286,8,Sí,"16,2","89,9"
3709,Mendoza,Soja,"135,2",29,Alto,265,105397,613,162445,2,Sí,"54,8","78,7"
3710,Entre Ríos,Soja,"223,7",53,Medio,"217,6",30014,378,82252,4,Sí,173,"66,5"
3711,Salta,Fruticultura,"226,5",60,Bajo,"252,5",57064,409,103272,1,No,"82,2",59
3712,Mendoza,Trigo,0,34,Alto,560,112643,362,202720,1,No,"83,4","56,9"
3713,Chaco,Lecheria,"26,8",52,Medio,"39,9",10498,784,31281,3,Sí,"202,3","60,4"
3714,Entre Ríos,Lecheria,"180,2",52,Alto,"377,9",50935,636,240344,5,Sí,370,"60,4"
3715,Chaco,Soja,"495,3",50,Alto,,430950,552,673716,14,Sí,"54,5","93,1"
3716,La Pampa,Soja,"159,8",39,Alto,"229,4",69858,712,163332,4,Sí,"128,8","66,1"
3717,Entre Ríos,Soja,"211,6",34,Bajo,"173,4",58018,401,69533,5,Sí,"20,2","87,9"
3718,Chaco,Ganaderia,"332,1",58,Medio,"633,7",184216,293,185674,11,No,"-0,9","50,5"
3719,Córdoba,Lecheria,"293,3",77,Alto,"672,2",231778,705,473901,5,Sí,"100,7","63,7"
3720,Chaco,Maiz,"388,6",52,Alto,"826,7",329630,625,516687,3,No,61,60
3721,Mendoza,Fruticultura,"139,3",46,Bajo,"206,2",83904,579,119389,4,Sí,"37,6",68
3722,Chaco,Fruticultura,"91,1",48,Medio,"89,2",27132,622,55482,0,Sí,100,"72,1"
3723,La Pampa,Maiz,25000,46,Medio,"274,7",86142,574,157677,9,Sí,"82,6","66,8"
3724,Buenos Aires,ganaderia,"237,7",42,Medio,"446,3",105508,777,346775,3,No,228,"68,2"
3725,Santa Fe,Fruticultura,"259,5",54,Medio,"396,9",107352,745,295690,6,Sí,"178,6","89,5"
3726,Salta,Fruticultura,"335,3",45,Alto,609,152916,791,481719,7,Sí,"213,7","73,9"
3727,Buenos Aires,Soja,"223,3",75,Alto,"461,2",114950,407,187708,5,Sí,"62,4","78,5"
3728,Entre Ríos,Maiz,"226,7",39,Alto,"365,9",144802,522,190999,3,No,"27,9","46,4"
3729,La Pampa,Fruticultura,5,28,Medio,10,3845,675,6750,0,Sí,"77,8","61,2"
3730,Mendoza,Lecheria,"375,3",53,Bajo,"290,5",59447,527,153093,9,No,"160,7","64,1"
3731,Mendoza,Trigo,"318,9",42,Medio,"569,6",103202,272,154931,11,Sí,"52,4",75
3732,Mendoza,Fruticultura,"226,7",49,Bajo,"259,3",36044,342,88680,12,No,"141,2","42,9"
3733,Santa Fe,Trigo,"116,5",25,Alto,"154,9",26226,783,121286,3,No,"364,5","71,8"
3734,Buenos Aires,Soja,"230,9",56,Alto,"343,2",96097,364,124924,6,No,"30,2","67,5"
3735,Santa Fe,Soja,"336,1",50,Bajo,"436,8",77111,718,313622,4,No,"311,1","51,2"
3736,La Pampa,Lecheria,"120,3",37,Bajo,"137,1",28845,621,85139,4,No,"194,9","60,1"
3737,Santa Fe,Lecheria,"351,3",45,Alto,,187602,775,581947,12,No,"208,3","55,3"
3738,Entre Ríos,Trigo,"273,2",60,Alto,675,118825,273,184275,6,No,"55,7","49,8"
3739,Salta,Lecheria,"181,1",34,Alto,207,42683,620,128340,0,Sí,204,"73,1"
3740,Córdoba,Lecheria,"157,9",44,Alto,"309,8",67502,744,230491,0,No,"243,1","53,4"
3741,La Pampa,Maiz,"184,9",41,Bajo,"184,2",68024,799,147175,2,Sí,"120,8","57,1"
3742,Entre Ríos,Trigo,166,47,Bajo,"166,8",54227,326,54376,4,No,"3,3","55,3"
3743,Santa Fe,Fruticultura,"138,2",48,Alto,"318,5",128218,713,227090,0,No,"81,5","77,9"
3744,Buenos Aires,Fruticultura,"188,2",37,Bajo,"276,2",37286,328,90593,7,Sí,147,"66,5"
3745,Santa Fe,Ganaderia,112,35,Bajo,"78,7",10616,594,46747,0,Sí,"338,6","87,8"
3746,Santa Fe,Soja,"114,1",41,Medio,"194,7",27613,361,70286,6,No,156,"72,8"
3747,Córdoba,Fruticultura,"136,4",34,Medio,"191,8",55785,252,48333,7,No,"-17,9","49,2"
3748,Buenos Aires,Lecheria,"233,3",18,Medio,"191,7",36829,431,82622,3,No,"122,9","74,3"
3749,La Pampa,Lecheria,"265,4",42,Medio,"227,4",30931,795,180783,8,No,"486,3","39,7"
3750,Chaco,Trigo,"292,3",48,Alto,"627,5",96461,531,333202,6,No,"242,5","63,9"
3751,Entre Ríos,Ganaderia,"148,4",51,Alto,"330,8",127413,297,98247,4,Sí,"-19,1","80,9"
3752,Buenos Aires,Trigo,"199,5",55,Bajo,"177,5",50000000,371,65852,10,Sí,"8,4","80,2"
3753,Buenos Aires,Soja,"314,1",51,Bajo,"309,2",118834,276,85339,5,Sí,"-26,2","82,4"
3754,Córdoba,Trigo,"153,5",50,Bajo,"127,2",44041,556,70723,0,NO,"63,2",74
3755,Mendoza,Trigo,"199,2",44,Alto,440,177782,445,195800,3,Sí,6,"93,7"
3756,La Pampa,Soja,"98,8",50,Bajo,"83,8",28623,298,24972,1,No,-11,"47,6"
3757,Salta,Maiz,"187,7",62,Bajo,"196,6",53379,606,119139,4,Sí,"125,4","53,9"
3758,Chaco,Maiz,"100,4",44,Medio,"91,5",30533,705,64507,0,No,"115,2","48,5"
3759,Santa Fe,Lecheria,"298,7",54,Medio,"461,6",141152,619,285730,7,Sí,"102,6","67,1"
3760,Salta,Maiz,73,54,Medio,"134,1",30796,397,53237,0,Sí,"76,4","67,8"
3761,La Pampa,Maiz,"170,4",38,Alto,"434,4",161034,512,222412,4,Sí,"42,7","97,9"
3762,Buenos Aires,Fruticultura,"125,7",51,Medio,136,17995,482,65552,0,Sí,"264,9","70,9"
3763,Entre Ríos,Maiz,"127,3",59,Alto,,31814,471,111862,3,No,"255,4","62,9"
3764,Entre Ríos,Soja,"40,9",67,Alto,"48,3",7432,638,30815,0,No,"317,9","82,5"
3765,Entre Ríos,SOJA,374,60,Bajo,"379,8",76977,392,148881,10,No,"98,1","47,4"
3766,Chaco,Fruticultura,"266,9",62,Alto,"607,4",164008,253,153672,7,No,"-5,2","67,4"
3767,Buenos Aires,Ganaderia,"238,2",35,Bajo,"343,1",106836,308,105674,6,Sí,"0,1","80,9"
3768,La Pampa,soja,"365,5",40,Bajo,,125072,533,255999,10,No,"100,3","44,8"
3769,Mendoza,Fruticultura,"212,8",51,Bajo,"196,2",52779,401,78676,3,Sí,"48,8","86,9"
3770,Entre Ríos,Trigo,"368,5",39,Bajo,"367,5",68718,580,213150,5,Sí,"212,8","55,7"
3771,Buenos Aires,Fruticultura,"78,2",50,Bajo,"105,3",35230,457,48122,6,Sí,"35,7",51
3772,Salta,Trigo,"266,3",38,Alto,"576,2",152876,615,354363,7,No,"129,9","55,7"
3773,Salta,Soja,"146,6",38,Bajo,"140,3",55498,354,49666,1,No,"-13,7","42,3"
3774,Mendoza,Ganaderia,"144,9",51,Bajo,"124,5",23050,567,70591,9,Sí,"210,4","88,7"
3775,Santa Fe,Trigo,"449,8",55,Alto,"537,7",161233,299,160772,10,No,1,"82,5"
3776,Entre Ríos,Ganaderia,"120,9",53,Bajo,"142,6",38635,487,69446,0,Sí,"75,9","89,7"
3777,Mendoza,Fruticultura,"23,2",24,Medio,"45,1",13256,527,23767,0,Sí,"82,6","59,3"
3778,Santa Fe,Lecheria,"43,2",35,Bajo,"42,5",11535,384,16320,3,Sí,"45,2","79,3"
3779,La Pampa,Fruticultura,"240,8",47,Bajo,"343,3",100846,474,162724,1,Sí,"57,6","60,4"
3780,La Pampa,Lecheria,"75,6",57,Medio,"108,4",36051,440,47696,0,Sí,"34,7","63,3"
3781,Mendoza,Soja,"146,7",38,Bajo,"181,9",71952,645,117325,8,Sí,"61,2","50,6"
3782,Córdoba,Fruticultura,"276,8",65,Medio,"470,3",93823,675,317452,6,No,"235,9","72,7"
3783,Entre Ríos,Trigo,"190,9",47,Bajo,"263,7",95045,763,201203,3,No,"115,8","73,7"
3784,Santa Fe,Trigo,213,53,Medio,"211,3",41128,466,98465,4,Sí,"138,9","59,5"
3785,Entre Ríos,Fruticultura,88,38,Medio,"104,6",19654,322,33681,4,Sí,"69,4","66,2"
3786,Salta,Maiz,"344,5",66,Medio,"403,4",78137,310,125054,8,Sí,"59,7","58,5"
3787,La Pampa,Trigo,"70,5",61,Alto,"128,4",29176,258,33127,2,No,"8,8","57,2"
3788,Córdoba,Lecheria,"89,6",41,Alto,"116,6",15681,536,62497,0,No,300,"58,4"
3789,Mendoza,Trigo,"277,9",36,Bajo,"403,9",124691,579,233858,8,Sí,"83,2","71,1"
3790,Mendoza,Soja,"212,2",37,Bajo,"211,4",48907,317,67013,1,No,"37,3","53,2"
3791,Salta,Soja,"136,8",41,Medio,"235,7",70324,540,127278,4,No,"81,6","71,1"
3792,Mendoza,Soja,"311,9",57,Medio,"461,1",156312,325,149857,4,Sí,"-6,5","57,4"
3793,Buenos Aires,Trigo,"210,4",45,Medio,"227,3",58472,410,93193,6,Sí,"57,5","69,3"
3794,Salta,Maiz,"106,2",52,Medio,"123,2",16595,299,36836,0,No,"126,7","47,4"
3795,Mendoza,Maiz,"439,9",66,Medio,"851,2",211778,558,474969,8,Sí,"123,4","89,9"
3796,Córdoba,Soja,"280,4",53,Alto,"537,2",173584,303,162771,6,Sí,"-9,7",83
3797,Buenos Aires,Maiz,"340,7",62,Alto,"663,5",182753,265,175827,12,No,"-3,5","59,1"
3798,Buenos Aires,Trigo,"160,1",33,Bajo,"96,5",30061,448,43232,1,No,"47,3",60
3799,Salta,Maiz,"340,9",68,Alto,"509,9",188665,781,398231,5,Sí,"107,3","99,7"
3800,Chaco,Maiz,"134,2",52,Alto,50,52921,689,5000000,5,Sí,300,"86,7"
3801,La Pampa,Soja,"233,5",36,Medio,337,75863,396,133452,6,Sí,"71,7","64,6"
3802,Buenos Aires,Maiz,"201,1",42,Medio,"165,4",57743,709,117268,2,No,106,"52,3"
3803,Mendoza,Lecheria,"263,4",37,Medio,"373,3",61291,413,154172,4,No,"152,1","39,6"
3804,La Pampa,Trigo,"314,7",48,Medio,"406,1",119922,651,264371,3,No,"120,7","48,4"
3805,Córdoba,Maiz,"154,9",25,Medio,"243,6",51689,277,67477,5,Sí,"29,6","77,5"
3806,Chaco,Maiz,"111,4",46,Bajo,"114,4",24370,475,54340,1,No,123,"48,5"
3807,Córdoba,Ganaderia,"375,8",18,Medio,"690,6",180289,772,533143,9,No,"192,6","62,6"
3808,Mendoza,Lecheria,"25,6",61,Alto,39,5743,582,22698,4,No,"291,8","71,7"
3809,Santa Fe,Fruticultura,"192,6",47,Medio,"178,4",58477,301,53698,2,Sí,"-7,2","62,6"
3810,Córdoba,Soja,"157,5",50,Alto,"313,8",60477,515,161607,2,No,"166,6","60,9"
3811,Córdoba,Fruticultura,73,39,Alto,"170,3",37664,361,61478,5,No,"63,2","81,7"
3812,Córdoba,Lecheria,"206,9",42,Medio,"397,3",100505,439,174414,7,No,"71,1","71,6"
3813,Chaco,Fruticultura,5,45,Alto,"10,6",3887,411,4356,1,No,"8,4","80,2"
3814,La Pampa,Maiz ,"86,7",58,Bajo,"71,9",29245,462,33217,0,Sí,"15,6","52,7"
3815,Santa Fe,Fruticultura,"272,4",57,Medio,"424,4",166170,649,275435,4,Sí,"69,2","53,4"
3816,Chaco,Fruticultura,"37,2",41,Alto,"50,7",13251,532,26972,0,No,"100,2","76,6"
3817,Chaco,Maiz,"174,3",56,Alto,"205,3",31322,303,62205,3,No,99,"68,3"
3818,Santa Fe,Ganaderia,"115,4",44,Alto,"179,8",22624,663,119207,7,Sí,"430,3","73,2"
3819,Mendoza,Maiz,"153,6",28,Bajo,"99,2",35393,538,53369,0,Sí,"47,1","57,6"
3820,Entre Ríos,Ganaderia,"263,4",22,Medio,"412,5",144493,298,122925,4,Sí,"-12,8",80
3821,Entre Ríos,Trigo,"197,4",47,Medio,"345,8",105051,670,231686,2,Sí,"124,3","78,1"
3822,Mendoza,Trigo,"148,8",31,Alto,"224,3",43875,310,69533,5,Sí,"61,4","62,4"
3823,Mendoza,Trigo,"174,3",62,Bajo,"104,8",32375,434,45483,9,No,"36,3","73,8"
3824,La Pampa,Ganaderia,"137,1",44,Alto,"222,8",58394,639,142369,0,Sí,"142,2","84,8"
3825,Entre Ríos,Trigo,"39,3",29,Medio,,24873,423,31217,0,Sí,"22,3","88,6"
3826,Córdoba,Fruticultura,"82,9",45,Medio,"119,3",32752,715,85299,1,Sí,"155,5",58
3827,Santa Fe,Ganaderia,25000,47,Alto,"156,9",36550,500,78450,6,Sí,"110,1","83,9"
3828,Chaco,Trigo,"131,3",54,Alto,"200,3",79478,765,153229,-3,Sí,"97,1","69,6"
3829,Mendoza,Maiz,"302,7",58,Medio,311,126928,364,113204,6,Sí,-80,"52,3"
3830,Mendoza,Fruticultura,"153,8",60,Bajo,"194,2",35008,636,123511,1,no,"252,7","51,1"
3831,Chaco,Trigo,"265,7",42,Medio,292,86238,364,106288,9,Sí,27,"81,4"
3832,Entre Ríos,Ganaderia,242,47,Alto,"308,4",49762,343,105781,1,Sí,"111,4","91,3"
3833,La Pampa,Ganaderia,"125,3",64,Medio,"156,5",24108,517,80910,3,Sí,"231,7","68,8"
3834,Mendoza,Ganaderia,"193,5",75,Alto,"229,3",62559,700,160510,4,No,"158,6","81,9"
3835,Santa Fe,Trigo,"312,7",27,Bajo,"190,5",64041,484,92202,9,No,"46,8","56,6"
3836,Chaco,Trigo,"99,7",53,Medio,184,66628,670,123280,0,No,"86,6","50,9"
3837,Entre Ríos,Soja,"53,5",50,Bajo,"49,6",9550,255,12648,0,Sí,"33,5","71,5"
3838,La Pampa,Lecheria,87,29,Alto,"159,1",36780,547,87027,0,Sí,"135,2","76,1"
3839,Buenos Aires,Ganaderia,"165,2",52,Medio,"248,8",50000000,420,104496,2,Sí,"56,9","65,9"
3840,Buenos Aires,Soja,282,49,Alto,"485,8",141357,640,310912,8,Sí,"119,3","60,2"
3841,Salta,Fruticultura,"234,7",44,Medio,"368,3",153209,264,97231,4,Sí,"-41,2","60,4"
3842,Mendoza,Lecheria,"53,6",45,Medio,"100,6",33404,528,53116,0,No,"56,2","73,3"
3843,Entre Ríos,Maiz,"221,6",46,Medio,"302,6",53924,757,229068,1,No,"325,5","41,4"
3844,Buenos Aires,Maiz,"71,7",47,Medio,"91,2",16332,454,41404,2,Sí,"153,1","50,5"
3845,La Pampa,Ganaderia,"202,1",45,Bajo,"266,2",48816,376,100091,9,NO,"101,3","57,1"
3846,Córdoba,Ganaderia,"391,7",59,Medio,"423,6",77831,689,291860,8,No,"272,3","61,5"
3847,Entre Ríos,Trigo,97,76,Medio,"133,3",44943,360,47988,1,No,5,"36,7"
3848,La Pampa,Soja,"130,9",12,Bajo,"119,5",49850,275,32862,4,Sí,-36,"59,7"
3849,Entre Ríos,Ganaderia,"234,8",48,Bajo,171,54408,453,77463,8,No,46,"59,6"
3850,Entre Ríos,Maiz,5,36,Alto,10,3877,457,4570,0,Sí,"13,1","78,5"
3851,Entre Ríos,Fruticultura,"114,4",38,Alto,,40263,657,107353,7,No,"165,4","49,8"
3852,Entre Ríos,Fruticultura,248,48,Alto,"603,1",79692,255,153790,7,No,"94,9","59,3"
3853,Chaco,Lecheria,102,34,Medio,"162,1",44903,488,79104,3,Sí,"74,1","70,2"
3854,Salta,Soja,298,61,Medio,"462,6",147750,278,128602,7,No,"-11,2","61,3"
3855,Buenos Aires,Trigo,119,48,Medio,"171,1",68328,281,48079,0,No,-80,"56,3"
3856,Salta,Soja,"367,9",61,Bajo,"393,3",54670,306,120349,6,No,"122,3","46,2"
3857,Mendoza,Maiz,237,27,Medio,"461,9",111398,475,219402,5,Sí,"100,6","52,1"
3858,Córdoba,Soja,"236,7",38,Bajo,,33550,526,128186,6,Sí,"282,2","81,5"
3859,La Pampa,Soja,"226,3",51,Medio,"332,3",105998,697,231613,2,No,"123,5","47,1"
3860,Buenos Aires,Soja,"185,8",34,Alto,"193,7",67028,513,99368,1,No,"52,3","79,6"
3861,Córdoba,Ganaderia,"300,9",61,Bajo,"349,5",142903,452,157974,9,No,"9,1","36,1"
3862,Santa Fe,Ganaderia,"351,9",29,Bajo,"459,1",153216,369,169407,8,Sí,"11,1",61
3863,Buenos Aires,Ganaderia,"304,5",50,Bajo,"383,7",123849,776,297751,9,No,"142,4","72,9"
3864,Córdoba,Lecheria,"127,5",33,Alto,"205,6",37541,631,129733,9,No,"248,3",70
3865,Mendoza,Soja,"264,5",57,Medio,"231,8",48779,536,124244,2,Sí,"151,5","78,4"
3866,La Pampa,Fruticultura,292,58,Medio,"329,9",112039,616,203218,8,Sí,"79,6","63,5"
3867,La Pampa,Ganaderia,25000,18,Alto,714,203602,605,431970,4,Sí,"109,2","73,9"
3868,Mendoza,Lecheria,"222,5",42,Medio,"182,1",50831,319,58089,2,No,"17,5","59,1"
3869,Córdoba,Ganaderia,"19,8",36,Medio,24,4736,516,12384,0,No,"163,1","54,8"
3870,Buenos Aires,Lecheria,"238,9",37,Alto,"332,6",87333,523,173949,3,No,"102,2",67
3871,La Pampa,Lecheria,"244,6",70,Medio,,83984,525,161490,6,No,"97,1","48,9"
3872,Chaco,Maiz,"226,8",46,Alto,"293,8",40072,497,146018,3,No,269,"63,1"
3873,Mendoza,Lecheria,25000,61,Medio,10,4080,716,7160,0,Sí,"76,1",65
3874,La Pampa,Trigo,"132,4",12,Medio,"124,2",33776,347,43097,0,Sí,23,"75,9"
3875,Entre Ríos,Soja,"311,4",12,Alto,743,258104,711,528273,6,Sí,103,"75,1"
3876,Salta,Fruticultura,"93,6",43,Bajo,"108,7",30015,462,50219,6,No,"62,8","59,7"
3877,La Pampa,Trigo,5,45,Alto,"10,3",1808,737,7591,0,Sí,"324,6","80,7"
3878,Entre Ríos,Lecheria,"235,8",68,Medio,"186,4",47130,457,85184,8,Sí,"85,6","81,5"
3879,Córdoba,Fruticultura,"256,4",32,Medio,"349,1",112088,250,87275,12,Sí,"-19,9","67,5"
3880,Salta,Lecheria,"220,2",50,Medio,,150727,482,197089,5,No,"31,2","70,8"
3881,Mendoza,Soja,"239,9",82,Bajo,"356,8",59251,693,247262,3,No,"313,6",35
3882,Buenos Aires,Ganaderia,"304,8",62,Medio,"415,1",77864,373,154832,7,Sí,"102,5",65
3883,Córdoba,Fruticultura,"73,2",40,Medio,"59,7",23432,339,20238,2,No,"-11,3","43,3"
3884,Chaco,Lecheria,"558,1",61,Alto,"1399,6",176663,731,1023107,16,No,"483,7","60,5"
3885,Chaco,Fruticultura,"91,2",41,Bajo,"73,1",17512,323,23611,3,Sí,"30,2","62,6"
3886,Buenos Aires,Soja,"223,7",48,Medio,382,61468,260,99320,11,Sí,"63,7","85,5"
3887,Buenos Aires,Ganaderia,"366,8",53,Bajo,"304,3",39607,321,97680,7,Sí,"143,7","88,1"
3888,Mendoza,Trigo,"172,4",22,Alto,"392,1",100198,467,183110,3,No,"81,9","45,8"
3889,Chaco,Maiz,"349,2",54,Medio,"501,4",139765,419,210086,9,No,"53,4","46,3"
3890,Buenos Aires,Soja,"272,3",54,Alto,"589,2",84499,644,379444,8,Sí,"350,8","71,3"
3891,Chaco,Fruticultura,"176,6",60,Bajo,"243,6",70050,405,98658,4,No,44,"66,2"
3892,Santa Fe,Maiz,"57,4",65,Medio,"59,4",17201,494,29343,0,No,"73,2","64,7"
3893,Santa Fe,Ganaderia,"273,8",41,Medio,"429,1",68304,360,154476,1,No,"123,9","72,5"
3894,Chaco,Maiz,"251,5",27,Bajo,"273,7",82437,738,201990,5,No,"148,9","37,8"
3895,Entre Ríos,Fruticultura,"373,8",42,Alto,"798,5",275117,791,631613,7,No,"127,2","45,2"
3896,Buenos Aires,Soja,"353,7",44,Medio,"627,5",174403,798,500745,8,SI,"185,4","43,1"
3897,Mendoza,Ganaderia,"312,5",32,Bajo,"197,6",46894,519,102554,10,Sí,"122,9",140
3898,Córdoba,Maiz,223,54,Alto,"465,8",185890,669,311620,9,No,"63,7","45,2"
3899,La Pampa,Maiz,"360,1",57,Medio,"635,6",166947,361,229451,7,No,"41,4","71,5"
3900,Córdoba,Maiz,"202,2",46,Bajo,"291,3",116100,710,206823,2,Sí,80,"82,7"
3901,Mendoza,Soja,"172,7",57,Medio,"245,4",32411,309,75828,4,Sí,"131,4",78
3902,La Pampa,Fruticultura,"451,6",46,Medio,"397,2",102424,768,305049,6,Sí,"195,8","80,9"
3903,Córdoba,Soja,"254,2",44,Alto,"512,1",154138,747,382538,11,Sí,"149,6","62,3"
3904,La Pampa,Soja,5,46,Medio,10,3456,554,5540,0,Sí,"62,7","68,2"
3905,Entre Ríos,Fruticultura,"415,4",47,Alto,"702,1",286794,554,388963,8,Sí,"31,9","97,9"
3906,Santa Fe,Soja,"375,2",35,Bajo,"539,2",203274,633,341313,11,No,"65,5","45,8"
3907,La Pampa,Trigo,"301,2",63,Alto,"611,6",98063,673,411606,9,Sí,"320,4","88,7"
3908,Salta,Fruticultura,"41,8",33,Medio,"36,6",4439,404,14786,0,No,"231,2","39,6"
3909,Buenos Aires,Fruticultura,"308,9",51,Medio,"512,5",181365,367,188087,7,No,"7,2","45,6"
3910,Córdoba,Lecheria,"184,3",39,Alto,"358,6",78057,260,93236,1,No,"18,3","68,2"
3911,Santa Fe,Maiz,"211,5",37,Medio,"233,9",76862,282,65959,0,No,"-10,9","38,2"
3912,Buenos Aires,Maiz,195,42,Medio,"295,9",72999,672,198844,5,No,"167,4","35,8"
3913,Córdoba,Trigo,"243,8",40,Alto,"355,9",118967,316,112464,1,No,"-6,8",48
3914,Mendoza,Trigo,"185,2",57,Medio,"338,9",102829,385,130476,3,No,"27,7","38,3"
3915,Chaco,Maiz,"263,3",41,Medio,"410,8",57931,634,260447,5,Sí,"347,4","78,2"
3916,Salta,Trigo,"222,3",55,Medio,"232,6",39014,391,90946,4,Sí,"132,9","65,4"
3917,Entre Ríos,Ganaderia,"427,3",31,Bajo,"300,2",79172,563,169012,14,Sí,"118,2","56,8"
3918,Buenos Aires,Ganaderia,"282,7",59,Medio,"388,5",92392,423,164335,7,no,"78,6","36,5"
3919,La Pampa,Trigo,"188,9",46,Alto,"280,7",80171,793,222595,8,No,"176,5","67,3"
3920,La Pampa,Trigo,"279,4",56,Medio,288,82226,794,228672,3,No,"174,9","69,5"
3921,Entre Ríos,Fruticultura,52,57,Medio,"72,9",23522,667,48624,4,No,"106,7","51,7"
3922,Salta,Trigo,"441,7",20,Bajo,"527,7",179220,406,214246,12,Sí,"22,6",82
3923,Buenos Aires,Maiz,"443,6",55,Bajo,"646,7",153345,737,476617,5,Sí,"214,7","68,2"
3924,Buenos Aires,Lecheria,"291,6",56,Medio,403,94119,532,214396,7,No,"123,5","40,5"
3925,Buenos Aires,Trigo,"412,8",59,Bajo,"361,5",97289,707,255580,14,No,"165,6","46,7"
3926,Salta,Soja,"114,6",59,Bajo,"144,6",44467,347,50176,0,Sí,"9,9","85,9"
3927,La Pampa,Ganaderia,"167,9",44,Bajo,,37454,727,82223,8,Sí,"115,3","65,1"
3928,La Pampa,Maiz,"160,1",49,Alto,"351,4",45632,401,140911,3,Sí,213,"72,3"
3929,Córdoba,Soja,"107,7",41,Medio,"142,6",55551,670,95542,9,No,"69,9","57,7"
3930,Entre Ríos,Maiz,"148,2",40,Medio,"157,5",59335,484,76230,0,No,"32,3","62,3"
3931,Santa Fe,Trigo,172,39,Medio,"153,9",29698,679,104498,8,Sí,250,"80,8"
3932,Santa Fe,Soja,5,47,Bajo,10,2324,404,4040,0,Sí,"69,7","54,2"
3933,Córdoba,SOJA,"120,3",42,Medio,"94,7",36381,687,65058,4,Sí,"81,1","53,8"
3934,Córdoba,Lecheria,"157,6",28,Medio,"198,2",47635,765,151623,7,No,"216,5","61,7"
3935,Chaco,Soja,"346,9",38,Alto,"515,2",95942,595,306544,11,Sí,"218,2","62,1"
3936,Chaco,Fruticultura,"295,5",32,Bajo,"278,4",74519,773,215203,7,No,193,"37,6"
3937,Santa Fe,Soja,"74,8",49,Medio,"138,4",25281,743,102831,2,No,"302,4","55,9"
3938,Salta,Lecheria,"133,1",62,Medio,"122,7",42165,417,51165,5,No,24,"47,4"
3939,La Pampa,Soja,"394,5",58,Bajo,582,193293,560,325920,11,No,69,61
3940,Córdoba,Soja,"145,4",42,Alto,"325,8",68962,577,187986,1,No,"171,2","66,2"
3941,Mendoza,Maiz,"77,4",54,Medio,"133,8",44315,377,50442,1,Sí,"18,5","83,7"
3942,Salta,Ganaderia,"216,7",48,Bajo,"228,6",54035,412,94183,5,No,"70,1","44,1"
3943,Chaco,Lecheria,"151,2",27,Medio,"148,1",61843,545,80714,6,No,33,"70,8"
3944,Santa Fe,Soja,"154,5",56,Medio,"279,5",75816,463,129408,2,Sí,"71,7","82,8"
3945,Chaco,Ganaderia,"204,7",47,Medio,"331,6",123664,460,152536,7,Sí,"26,4","68,3"
3946,La Pampa,Trigo,"219,8",67,Medio,"286,6",66828,701,200906,6,Sí,"202,7","56,9"
3947,Santa Fe,Trigo,"451,9",43,Medio,"839,1",325483,554,464861,13,no,38,"81,3"
3948,Entre Ríos,Maiz,"24,3",56,Medio,"31,9",4996,646,20607,3,Sí,"313,6","84,7"
3949,Santa Fe,Maiz,399,39,Medio,"486,4",71224,545,265088,4,NO,"270,6","69,2"
3950,Entre Ríos,Fruticultura,"224,1",47,Alto,"517,3",206572,602,311414,10,No,"46,4","53,7"
3951,Chaco,Ganaderia,"142,9",41,Medio,"224,4",60860,628,140923,2,Sí,"132,1","67,6"
3952,La Pampa,Lecheria,"373,9",50,Bajo,"523,1",133918,611,319614,12,Sí,"135,8","60,3"
3953,Salta,Lecheria,"215,9",54,Alto,"360,5",77093,343,123651,5,Sí,"56,9","64,3"
3954,Salta,Maiz,"341,3",34,Alto,"845,7",322085,788,666411,8,No,"107,7",54
3955,Mendoza,Fruticultura,"439,4",44,Medio,"415,9",93307,529,220011,8,Sí,"131,9","62,6"
